Date,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT
2015-01-02,-0.040880539571792496,-0.02184039149298944,-0.001844159085055197,-0.013469186202113237,-0.012763000129424551,-0.02493881243019247,-0.025657881516555903,-0.019405100259746844,-0.005916189438728181,-0.013469277200996665,-0.0053210251468981395,-0.0030841223868890433,-0.013775185101038256,-0.0017243753661793093,-0.005140064168081437,0.005467590054412552,-0.01908787903822251,-0.016036994973776864,-0.01323230970785294,-0.01021123710388605,-0.02339192268849155,-0.018589778784404265,-0.02234071053665443,-0.03231307876395051,-0.009099320892948515,-0.01180882346059553,-0.01725996172185207,-0.006000880429984257,-0.018804795024797594,-0.01162126342027714
2015-01-09,0.0245128348466368,-0.026017773106461806,-0.03756639816936069,-0.02509114918663058,0.012235323274179644,-0.04603843268004648,-0.018231035142717733,0.00651936646240614,-0.03881692344443599,0.0053333269688757845,-0.03631521868136256,0.01411555515220897,-0.012970209321893744,-0.018203559498260913,0.004018353658950424,-0.0504079181980277,0.02112042527603064,-0.0005364706112040984,-0.014872798832819445,0.09389755020509005,0.00919648381048166,0.01010244567898666,-0.009438611701568789,-0.0021009760398004174,0.045648802773827546,0.0036987318438537198,0.02917237150093177,-0.016941918802521938,0.007521125105707016,0.040162983771382166
2015-01-16,-0.05374527891625758,0.017337550690185166,-0.020846710403422897,-0.048440291894362164,-0.00577716178533183,-0.03539554105930909,-0.026134667703891945,-0.003958435716309827,-0.028555563190512223,0.009867353500051523,-0.05401653665950623,-0.007340749582203876,-0.007176916030082414,-0.012381024766557003,-0.008576184878830384,-0.05746540325057736,-0.011619969055637225,-0.018452668160375718,0.002351053515337931,0.0075129800298288085,-0.02013163890789338,-0.031253590334840986,0.001002919826947668,0.011080667792070509,-0.002186521656445062,0.0067089608958781355,0.019764584339790225,-0.02141799103192965,0.026304596742961373,-0.02887520207958627
2015-01-23,0.06594971286765627,0.008710656075960443,0.07446519088673864,-0.022199024085651775,0.029361945456084504,0.02086862741440032,0.03495753212444108,0.0191474926119366,0.016457179048516846,-0.004832925046302283,0.018394253074098366,0.012005243318377934,0.043575330314301164,-0.008082210967967352,-0.017685720325320453,0.013409332016173892,0.01834039666940357,-0.021095450961475026,0.012469155380760544,-0.008567389279958482,0.020328745538538584,0.03409006494081379,0.03757510940558273,-0.005800957138867191,0.0006936258936978135,0.004317469026744902,0.05890166766581095,0.013100602898294289,-0.017503862672012094,0.020053197878062035
2015-01-30,0.036997778334657117,-0.0472438122694846,0.13489544323859604,-0.04088923645329012,0.07985432174922757,-0.06587998376482229,-0.03701799364550795,-0.0652248014738297,-0.04042990433970162,-0.03969579372514631,-0.04476696852836859,-0.009015789157402088,-0.04624360750500578,-0.016423852029210262,-0.020156156039419226,-0.040578673903508,-0.04941147505510157,0.03215747645914413,-0.01048653066492411,-0.035365690541826145,-0.143705118509025,-0.040661763548165974,-0.07291169792386276,-0.06427611624273233,-0.009999425214682334,-0.039065193548253885,-0.05133929389245795,-0.013086051935998433,-0.030540761708374276,-0.03988252601842501
2015-02-06,0.019113799386963226,-0.00564816333758289,0.05570762243308458,0.053538451943812904,0.01809198594203676,0.04051484371510039,0.04818417574546463,0.032991959031499096,0.06905234316874553,0.12159172635816651,0.06391707354762821,0.04424431383197458,0.04081412294399556,0.029413470315086343,0.009586306155973112,0.06454560981244106,0.006801303880964227,0.016767515613335116,0.023228733303759297,-0.024718050716160844,0.04975258624773993,-0.004986167511542461,0.06250021020344332,0.015660362122598137,0.03332480251781367,0.042598187819019584,0.012705716569149983,0.04907619286718212,0.0791950530580452,0.027653470232043675
2015-02-13,0.06852774235060255,0.01910546001252933,0.020171989555956893,-0.08151991870977826,0.017946417488668542,0.023074120346128213,0.06219363825310098,0.08039625335714606,0.03902976111900558,0.021074396008437413,0.030365868116851935,0.026136935716278398,0.025847511678953605,0.02348129833370427,-0.01463889310199673,0.030748077164969523,0.013027240588545652,0.017661629185169447,0.005432360834621397,0.00034036097803258336,0.03442593544813044,0.002723754772287812,0.09362734203494005,0.0033875127312072983,0.01673113451333741,0.0074630395028749685,0.01710046032335044,0.010096613939251098,-0.00040538648554477863,-0.017405440179152132
2015-02-20,0.01904318598925192,0.027234769733078368,0.0047927737045134755,0.022413022693856366,0.057302781762300414,-0.008105184916394004,0.014160866380866777,0.006116109177384699,-0.037063147924694784,0.0036479104167710386,0.013280519805320079,0.0031284126828543535,0.00938895541224749,0.020261858797552046,0.0134693178693297,0.0021787060635303224,-0.0004762530949690147,-0.015263880823750076,0.013137256003128428,-0.007821825379071501,0.006887066317755819,0.03139936780674546,0.0013445690232136709,-0.011990942413342753,0.01666686708381726,-0.0016665670905054997,0.029057187672116402,0.01249843733880307,-0.006895476235044606,-0.017596796757030075
2015-02-27,-0.008030784608381691,0.00038081706783255065,-0.009122720078127422,0.02204665563444186,-0.04712258641112288,-0.018237611500946382,0.08848437124024655,-0.003376986140965932,-0.017680073868277635,-0.004495538030281243,-0.005870283447289348,0.022362695279950273,-0.019622299444407743,-0.010449220515896473,0.02244162151857987,0.02474904749929685,0.03168903578765736,0.059129940552889115,0.003152296132685306,0.0032562174591528326,-0.00022774670334124725,0.026036840259496596,-0.008730631485771578,0.0030637580187167224,-0.013406136346756359,-0.0035245576002052026,0.008968291605480294,-0.006190328089606401,0.009802118821371275,-0.004389122710868776
2015-03-06,-0.014479428808948702,-0.018006803199426158,-0.00018413219949375836,-0.015688289113547693,0.015048005250520413,-0.03425819468426594,-0.06947254193617558,-0.01965457780025659,-0.029339950960355132,-0.0024981390357096123,-0.015174574881193004,-0.002614566430690912,-0.008853570764300822,-0.0212426376220074,-0.023412319213164445,-0.006364478586822209,-0.04110795137489187,-0.017896961684595425,-0.02543698180344478,-0.02903983960697132,-0.033979787411507534,-0.002162325529307396,0.02221177699262844,-0.029014384218958744,0.0043482534305292475,-0.010204971691831988,-0.006600448126433123,-0.007260913292658544,-0.02345796759485741,-0.015965795073563993
2015-03-13,-0.02377580768713139,-0.0040030489284965665,-0.025020396271273615,0.003611021110457635,-0.010122286139669923,-0.01036691360077624,0.0006196287583442039,-0.034220436031704105,-0.018638407833718174,0.025235924020915013,0.01300106938912493,0.008395323060822468,-0.006871616287987936,-0.02662420469998128,-0.008990299833828375,0.0018069989965818767,-0.030801112061509484,-0.00803054252369717,-0.009856453421245859,-0.003258994184931918,-0.023135290011508824,-0.011350720819143234,0.006651563092640478,-0.010041243785441911,-0.0041895226912511685,0.00869576366505842,0.024411706574293257,-0.016002292507450666,0.011389255139123255,-0.0023983900415430748
2015-03-20,0.018690948764237936,0.10268377170247645,0.021344929431494908,0.02605457202333561,0.019330629715159198,0.024737794620443454,0.047832933726386306,0.01789556635616618,0.053237550960223645,0.01869624635504663,0.02001680091991931,0.02325352781290313,0.041810763173500964,0.0557424886241078,0.0321539389686063,0.012294986566389277,0.018542171377034178,0.007265227909553085,0.023042961829191633,0.04234884144862572,0.03624937421245833,0.0643984211725035,0.03392056522140985,0.035561470970093545,0.016687483677721104,0.0282047035886952,0.033752562824444166,0.017394641484328233,0.014742248374178368,0.016361667834308147
